name,item_id,image_url,quote,quality,recharge,item_pool
Pause,478,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8d/Collectible_Pause_icon.png/revision/latest?cb=20210822020939,Stop!,0,2,Item Room
Smelter,479,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fe/Collectible_Smelter_icon.png/revision/latest?cb=20210822021505,Trinket melter!,2,6,Shop
Sprinkler,516,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_Sprinkler_icon.png/revision/latest?cb=20210822045948,Sprinkles.,1,4,Item Room
Void,477,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/84/Collectible_Void_icon.png/revision/latest?cb=20210818225928,Consume,3,4,"Devil Room, Angel Room"
Abyss,706,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/18/Collectible_Abyss_icon.png/revision/latest?cb=20210822151011,Come forth from the depths,3,4,Devil Room
Alabaster Box,585,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fd/Collectible_Alabaster_Box_icon.png/revision/latest?cb=20210824091954,A sacred offering,1,12,Shop
Book of Virtues,584,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5e/Collectible_Book_of_Virtues_icon.png/revision/latest?cb=20210824095638,Spiritual companionship,3,4,"Angel Room, Library"
Broken Glass Cannon,474,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3f/Collectible_Broken_Glass_Cannon_icon.png/revision/latest?cb=20210824102445,You broke it!,0,4,
Esau Jr.,703,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a7/Collectible_Esau_Jr._icon.png/revision/latest?cb=20210822151129,Lost brother,1,1,"Item Room, Secret Room"
Eternal D6,609,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b8/Collectible_Eternal_D6_icon.png/revision/latest?cb=20210822150258,???,3,2,"Item Room, Secret Room, Crane Game"
Everything Jar,720,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e4/Collectible_Everything_Jar_icon.png/revision/latest?cb=20210822150609,Anything is possible,2,12,"Item Room, Crane Game"
Flip,711,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/49/Collectible_Flip_icon.png/revision/latest?cb=20211122232837,Twist of fate,4,6,"Curse Room, Secret Room, Shop"
Fortune Cookie,557,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9d/Collectible_Fortune_Cookie_icon.png/revision/latest?cb=20220703010756,Reusable fortunes,2,2,Item Room
Free Lemonade,578,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/83/Collectible_Free_Lemonade_icon.png/revision/latest?cb=20210824092039,Party time!,0,4,Item Room
Friend Finder,687,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Friend_Finder_icon.png/revision/latest?cb=20210822151154,Best friends forever!,2,4,"Item Room, Crane Game"
Gello,728,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/da/Collectible_Gello_icon.png/revision/latest?cb=20210822150453,Demonic gestation,3,2,"Item Room, Devil Room"
Jar of Wisps,685,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a7/Collectible_Jar_of_Wisps_icon.png/revision/latest?cb=20210822151219,Your faith grows,1,12,Angel Room
Keeper's Box,719,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8f/Collectible_Keeper%27s_Box_icon.png/revision/latest?cb=20210822150634,Portable shop,1,4,"Shop, Secret Room, Wooden Chest"
Larynx,611,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b7/Collectible_Larynx_icon.png/revision/latest?cb=20210822151823,Hear my pain,2,12,"Item Room, Greed Mode Item Room"
Lemegeton,712,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3c/Collectible_Lemegeton_icon.png/revision/latest?cb=20210822150852,Item summoner,3,6,"Devil Room, Library"
Magic Skin,642,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/04/Collectible_Magic_Skin_icon.png/revision/latest?cb=20210822151336,All your desires fulfilled,2,6,"Shop, Red Chest, Curse Room"
Meat Cleaver,631,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/67/Collectible_Meat_Cleaver_icon.png/revision/latest?cb=20210822151617,Slice but no dice,0,2,Item Room
Mega Mush,625,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b6/Collectible_Mega_Mush_icon.png/revision/latest?cb=20210822151708,I'm a big boy now!,4,12,Item Room
Plum Flute,650,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4b/Collectible_Plum_Flute_icon.png/revision/latest?cb=20210822151310,Play time!,1,4,Item Room
Red Key,580,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1f/Collectible_Red_Key_icon.png/revision/latest?cb=20230111000649,Explore the other side,3,4,"Secret Room, Red Chest, Curse Room, Key Beggar, Mom's Chest"
Spindown Dice,723,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Spindown_Dice_icon.png/revision/latest?cb=20210822150518,-1,4,6,"Item Room, Secret Room, Crane Game"
Sulfur,556,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7b/Collectible_Sulfur_icon.png/revision/latest?cb=20210824092143,Temporary demon form,2,3,Devil Room
The Scooper,605,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_The_Scooper_icon.png/revision/latest?cb=20210824091910,Plop!,0,3,Item Room
Yuck Heart,639,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b4/Collectible_Yuck_Heart_icon.png/revision/latest?cb=20210822151427,Gross!,1,4,"Item Room, Rotten Beggar"
